List Date,"Author (Last, First)",Title,Pub Date,Publisher,ISBN,Top Pick,Hall of Fame,Debut,Year-End Favorite List,Genre,Annotation,Nominator/Library,,,,,,,,,,,
2020/11,"Joyce, Rachel",Miss Benson's Beetle: A Novel,11/24/2020,The Dial Press,9780593230954,x,,,,,"“Two very different women set off on a journey to New Caledonia to find a Golden Beetle, and discover so much more. A story of friendship and women breaking out of what is expected and being who they really are. By turns humorous, heartbreaking, and triumphant, you'll find yourself cheering for Miss Benson. For fans of Fredrik Backman, Elizabeth Berg, and Gail Honeyman.”","Janine Walsh, East Meadow Public Library, East Meadow, NY",,,,,,,,,,,
2020/11,"Kawaguchi, Toshikazu",Before the Coffee Gets Cold: A Novel,11/17/2020,Hanover Square Press,9781335430991,,,x,,,"“A small cafe has something odd and magical—if someone sits in a particular chair and a cup of coffee is poured, they can travel to the past for as long as it takes their cup to cool. In this slender story, the lives of visitors and staff intertwine, and four hopeful people sit in the chair. While this book deals with different kinds of loss, it's ultimately warm and uplifting. Give to readers who liked The Immortalists and Oona Out of Order.”","Julie Graham, Yakima Valley Libraries, Yakima, WA",,,,,,,,,,,
2020/11,"Kuang, R. F.",The Burning God,11/17/2020,Harper Voyager,9780062662620,,,,,,"“In this satisfying finale to the Poppy War series, Kuang beautifully weaves in much Chinese history while maintaining a distinct storyline. Rin's similarities to Chairman Mao are fully realized by this third book, yet she remains a unique character with complex emotions of both rage and empathy. For fans of series fantasy such as Chakraborty’s Daevabad trilogy and Liu’s Dandelion Dynasty.”","Richard Lawhorn, East Cobb Library, Marietta, GA",,,,,,,,,,,
2020/11,"Marsh, Nicola",The Boy Toy,11/17/2020,Berkley,9780593198629,,,,,,"“Hot Aussie alert! After a bitter divorce (cheating husband with a pregnant nineteen year old mistress), Samira left Australia for L.A. Now her cousin has convinced her to return for 6 months. On a night out, Samira is saved from a weirdo by a cute boy much younger than she is, and she’s in for the surprise of a lifetime with her new Boy Toy. For fans of Ayesha at Last and The Wedding Party.”","Afton Finley, Waseca Public Library, Waseca, MN",,,,,,,,,,,
2020/11,"Singh, Nalini",Arcangel's Sun,11/24/2020,Berkley,9780593198124,,x,,,,“This excellent addition to The Guild Hunters series reveals the backstory of mentally wounded angel Sharine (a.k.a. Hummingbird) and archangel Titus as they battle the evil remnants of a devastating war. Singh’s fans will not be disappointed with her latest paranormal romance.”,"Karen Garris, Wayne County Public Library, Goldsboro, NC",,,,,,,,,,,
2020/11,"Spielman, Lori Nelson",The Star-Crossed Sisters of Tuscany,11/17/2020,Berkley,9781984803160,,,,,,"Emilia is a devoted daughter, the second daughter in her family, and second daughters are cursed to never marry. Aunt Poppy, another second daughter, invites her on a trip to Italy promising to break the curse. For readers who enjoyed The Old Drift and It’s Not All Down Hill From Here.","Chris Markley, Kingsport Public Library, Kingsport, TN",,,,,,,,,,,
2020/11,"Winspear, Jacqueline",This Time Next Year We'll Be Laughing,11/10/2020,Soho Press,9781641292696,,,,,,"The author of the beloved Masie Dobbs novels shares both madcap and poignant stories of her nuclear and extended family, giving insight into the humor and hardships that shaped her imagination and work. For readers who enjoyed Where the Past Begins: A Writer’s Memoir and How To Write an Autobiographical Novel.","Joy Robinson, Piscataway Public Library, Piscataway, NJ",,,,,,,,,,,
2020/11,"Yang, Susie",White Ivy: A Novel,11/3/2020,Simon & Schuster,9781982100599,,,x,,,"A coming of age immigration story, Ivy, is obsessed with her privileged classmate and will do anything to win his love. For fans of You and Gone Girl.","Joann Im, Los Angeles Public Library, Los Angeles, CA",,,,,,,,,,,
2020/10, October 2020,,,,,,,,,,,,,,,,,,,,,,
2020/10,"Adams, Lyssa Kay",Crazy Stupid Bromance,10/27/2020,Berkley,9781984806130,,x,,,,“Another enjoyable addition to the Bromance Book Club series. One of the elements I like about this series is how the author uses the book club as a tool to analyze various themes within the romance genre. This one was particularly good because it dealt with abandonment and forgiveness.”,"Erica Naranjo, Sacramento Public Library, Sacramento, CA",,,,,,,,,,,
2020/10,"Alam, Rumaan",Leave the World Behind: A Novel,10/6/20,Ecco,9780062667632,,,,,,"“What appears on the surface to be a simple story of a family on vacation morphs into a narrative about humanity, shared fear, misconceptions of people, and more. Amanda, Clay, and their two children rent an AirBnB. Then homeowners Ruth and G.H. appear on the doorstep in a panic, and suddenly nothing is normal. For readers who enjoyed Station Eleven and The Children’s Bible.”","Marika Zemke, Commerce Township Community Library, Commerce Township, MI",,,,,,,,,,,
2020/10,"Clark, P. Djèlí ",Ring Shout,10/30/2020,tordotcom,9781250767028,,,,,,"""Set in 1920s Georgia, this fantastical horror story follows Maryse Boudreaux. a bootlegger seeking revenge for the killing of her family who joins a motley group of soldiers in a battle against the Ku Klux Klan. For fans of Friday Black by Nana Kwame Adjei-Brenyah.""","Anna Mickelsen, Springfield City Library, Springfield, MA",,,,,,,,,,,
2020/10,"Dade, Olivia",Spoiler Alert: A Novel,10/6/2020,Avon,9780063005549,,,,,,"""Marcus, the star of an epic fantasy tv series, secretly writes fanfiction about his character and becomes online friends with  April, who he unknowingly asks out on a date after a post of her cosplay costume goes viral. This delicious romance deals with topics like fatphobia, dyslexia and toxic families in a way that feels real and grounded, but which does not damper the triumphant happiness of the ending. For fans of Dangerous Curves Ahead.""","Christi Hawn, Naperville Public Library, Naperville, IL",,,,,,,,,,,
2020/10,"danforth, emily m.",Plain Bad Heroines: A Novel,10/20/2020,William Morrow,9780062942852,,,,,,"A horror-comedy centered around a New England boarding school, follows characters across four different time periods exploring themes of sexuality, female agency, authenticity, and self-worth. For readers who enjoyed Bunny by Mona Awad.","Alicea Porterfield-Block, New York Public Library, New York, NY",,,,,,,,,,,
2020/10,"Flagg, Fannie",The Wonder Boy of Whistle Stop,10/27/2020,Random House,9780593133842,,,,,,"""Revisits the small town of Whistle Stop, Alabama. Dot the postmistress sends out a yearly Christmas letter and brings the former residents up to speed with one another. Each chapter focuses on a different year, from the thirties through the present day, tied together with Dot’s annual letter. For readers who enjoyed Fried Green Tomatoes at the Whistle Stop Cafe.""","Sharon Hutchinson, Keytesville Library, Keytesville, MO",,,,,,,,,,,
2020/10,"French, Tana",The Searcher: A Novel,10/6/2020,Viking,9780735224650,,x,,,,"“Cal is an ex-Chicago cop now living in a small Irish town. His hopes for a quiet retirement are dashed when he’s drawn into local intrigue. With intricate plotting and an atmosphere thick as fog, this standalone combines the attitude of the Dublin Murder Squad with the politics of small town life.”","Caitlin Loving, Bedford Public Library, Bedford, NH",,,,,,,,,,,
2020/10,"Harrow, Alix E.",The Once and Future Witches,10/13/2020,Redhook,9780316422048,,,,,,"""In a world where women and magic have been burned and bound, three sisters set about to bring power and rights back to women and in doing so, find their way back to each other. For fans of Uprooted and Circe.""","Melanie Liechty, Logan Library, Logan, UT",,,,,,,,,,,
2020/10,"Hoffman, Alice",Magic Lessons: The Prequel to Practical Magic,10/6/2020,Simon and Schuster,9781982108847,,x,,,,"“In the 1600s, witch/healer Hannah Owens finds a baby girl abandoned in a basket guarded by a crow. The resulting tale provides the backstory to the ‘Owens curse’ central to Hoffman’s 1995 novel. Those who’ve read Practical Magic will want a re-read after devouring this prequel.”","Donna Ballard, East Meadow Public Library, East Meadow, NY",,,,,,,,,,,
2020/10,"Jewell, Lisa",Invisible Girl: A Novel,10/13/2020,Atria Books,9781982137335,,x,,,,“A teenage girl disappears. A loner living where she was last seen is taken into custody. Case closed? Nothing is this book is that simple. Jewell is a master at complex characters and plots that keep the reader constantly guessing.”,"Linda Quinn, Fairfield Public Library, Fairfield, CT",,,,,,,,,,,
2020/10,"Kinsella, Sophie",Love Your Life,10/27/2020,The Dial Press,9780593132852,,x,,,,“Ava and Matt’s whirlwind romance at a writers’ retreat turns upside down when they return to London and really get to know one another. Kinsella delivers another charming rom-com full of quirky characters and lighthearted humor.”,"Annabelle Mortensen, Skokie Public Library, Skokie, IL",,,,,,,,,,,
2020/10,"Lauren, Christina",In a Holidaze,10/6/2020,Gallery Books,9781982123949,,x,,,,"“Mae and Andrew's families always vacation together at Christmas. This year's no different, except Mae keeps experiencing the same days over and over, à la Groundhog Day. Can she get out of the loop long enough to tell Andrew she's in love with him? Christina Lauren doesn’t disappoint!”","Michelle Magnotta, Greenburgh Public Library, Elmsford, NY",,,,,,,,,,,
2020/10,"Molloy, Aimee",Goodnight Beautiful: A Novel,10/13/2020,Harper,9780062881922,,,,,,"“Dr. Sam Statler, a psychologist, reformed womanizer, and new husband, is staring down his demons and trying to be a better man. Sam and Annie relocate to Sam’s quaint hometown in upstate New York to try their hand at a simpler life and care for his dementia-ridden mother. Then one night Sam leaves his office and never makes it home. For fans of The Last Mrs. Parrish and The Silent Patient.”","Vanessa Phillips, Pelion Branch Library, Pelion, SC",,,,,,,,,,,
2020/10,"Roanhoarse, Rebecca",Black Sun,10/13/2020,Gallery/Saga Press,9781534437678,,,,,,"“Fans of Epic Fantasy looking for something new will surely love the amazing world-building and strong characters in this pre-Columbian Americas story about prophecy, destiny, politics, and revenge, all with a healthy dose of magic. For fans of Gods of Jade and Shadow (Moreno-Garcia) and the Broken Earth series (Jemisin).”","Dan Brooks, Wake County Public Libraries, Raleigh, NC",,,,,,,,,,,
2020/10,"Schwab, V.E.",The Invisible Life of Addie LaRue,10/6/2020,Tor,9780765387561,x,,,,,"""Addie is an adventurer and not ready to settle for village life, so she makes a deal with the devil. Instead of relinquishing her soul, however, she becomes immortal, and also completely forgotten by anyone who meets her. Then, after a lonely 300 years, she meets Henry. For fans of the Shades of Magic series, The Time Traveler’s Wife, and Life after Life.""","Patti Lang, Pima County Public Library, Tucson, AZ",,,,,,,,,,,
2020/10,"Unger, Lisa",Confessions on the 7:45: A Novel,10/6/2020,Park Row,9780778310150,,,,,,"“Serena finds out that her husband is sleeping with the nanny, and then confides in a mysterious woman she meets on the train. The woman continues to contact Serena as her world implodes. Who is this strange woman, and is she responsible for the mess Serena finds herself in? Full of twists, turns, and many POVs, this page turner is perfect for those who like Gillian Flynn and Paula Hawkins.”","Shari Suarez, Genesee District Library, Goodrich, MI",,,,,,,,,,,
2020/09, September 2020,,,,,,,,,,,,,,,,,,,,,,
2020/09,"Backman, Fredrik ",Anxious People: A Novel,9/8/2020,Atria Books,9781501160837,,x,,,,"“What happens when a group of house hunters is taken hostage by an incompetent bank robber? Not what you expect. Filled with quirky, troubled characters, Backman’s latest shows us what most people need is kindness, understanding and one another.”","Janine Walsh, East Meadow Public Library, East Meadow, NY",,,,,,,,,,,
2020/09,"Bailey, Tessa",Tools of Engagement: A Novel,9/22/2020,Avon,9780062872937,,x,,,,“The third entry in the Hot and Hammered series brings back supporting characters Bethany and Wes for their own steamy enemies-to-lovers romance set in the world of HGTV-style renovation. The book also is notable for its positive portrayal of Bethany’s struggles against anxiety.”,"Bethany Dietrich, Bastrop Public Library, Bastrop, TX",,,,,,,,,,,
2020/09,"Butcher, Jim",Battle Ground,9/29/2020,Berkley,9780593199305,,,,,,"“Battle Ground has more at stake than any previous book in the Dresden Files series, and more changes for Harry. Filled to the brim with non-stop action, this entry has Harry and almost every supernatural being he knows coming to defend Chicago from a mad Titan bent on reshaping reality. For fans of Patricia Briggs' Mercy Thompson series and Kevin Hearne's Iron Druid Chronicles.”","Dan Brooks, Wake County Public Libraries, Raleigh, NC",,,,,,,,,,,
2020/09,"Clarke, Susanna",Piranesi,9/15/20,Bloomsbury Publishing,9781635575637,,,,,,"“Piranesi is the sole inhabitant of a mysterious “house” with endless rooms full of statues and a surging ocean below. With lyrical and hypnotic writing in his journal, he guides readers through his beloved labyrinthine home and introduces “The Other,” a sporadic visitor and the only other living human being...or so he thought. For fans of The Starless Sea and The Bedlam Stacks.”","Catherine Tarver, Indian Prairie Public Library, Darien, IL",,,,,,,,,,,
2020/09,"Cole, Alyssa",When No One is Watching: A Thriller,9/1/2020,William Morrow Paperbacks,9780062982650,x,,,,,"""The gentrification of her beloved Brooklyn neighborhood has longtime resident Sydney Green mourning what's lost. Striking up an uneasy alliance with new neighbor Theo, she starts research for a walking tour to highlight the area’s rich history and diversity but quickly comes to realize that something far more sinister is going on. A sense of mounting dread and some startling twists and turns will keep readers turning the pages. Where HAVE all those old neighbors gone? For fans of An Unwanted Guest, The Woman in Cabin Ten, and Watching You.""","Beth Mills, New Rochelle Public Library, New Rochelle, NY",,,,,,,,,,,
2020/09,"Danan, Rosie",The Roommate,9/15/2020,Berkley,9780593101605,,,,,,"""When Clara decides to move from New York to LA to live with her forever crush/childhood best friend Everett, he tells her he is going on the road with his band all summer, but not to worry he has a roommate lined up for her. This roommate, it turns out, works in the adult entertainment industry. For readers who enjoyed My Favorite Half-Night Stand (Lauren).""","Afton Finley, Waseca Library, Waseca, MN",,,,,,,,,,,
2020/09,"DeLuca, Jen",Well Played,9/22/2020,Berkley,9781984805409,,,,,,"""Upon hearing of Simon and Emily’s engagement, best friend Stacey is jolted into reevaluating her own life. Stacey decides to reach out to her old Ren Faire flame, Dex, but instead accidentally connects with Daniel, Dex’s cousin. When their friendly messages turn into something more, Stacey is faced with a huge surprise upon learning of the identity of her online paramour. For readers who enjoyed 99 Percent Mine (Thorne).""","Morgan Malyn, Clermont County Public Library, Cincinnati, OH",,,,,,,,,,,
